0,190,928
0,189,928
0,189,928
0,189,929
0,192,814
0,190,812
0,189,813
0,189,812
0,189,814
0,189,813
0,189,813
0,189,813
0,188,815
0,188,815
0,190,812
0,189,813
0,189,813
0,189,813
0,189,813
0,189,813
0,189,812
0,189,812
0,188,814
0,188,814
0,214,761
0,214,761
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,219,742
0,180,682
0,180,682
0,180,682
0,180,682
0,180,682
0,170,686
0,170,686
0,159,686
0,159,686
0,159,686
0,159,686
0,159,686
0,153,695
0,153,695
0,153,695
0,145,688
0,144,687
0,144,687
0,144,687
0,131,690
0,131,690
0,131,690
0,127,690
0,127,690
0,127,690
0,127,690
0,127,690
0,118,682
0,118,682
0,118,682
0,118,682
0,114,686
0,114,686
0,114,686
0,102,685
0,102,685
0,102,685
0,102,685
0,102,685
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,97,675
0,53,646
0,53,646
0,53,646
0,329,751
1,-128,164
2,507,791
3,6,5
4,-94,-322
5,751,-207
6,961,-785
7,900,-2126
8,681,-5261
9,1409,-2880
10,213,12662
11,-258,14539
0,328,751
1,-128,164
2,507,790
3,6,5
4,-93,-344
5,751,-207
6,964,-772
7,922,-2206
8,676,-5309
9,1454,-3008
10,213,12662
11,-280,14703
0,327,752
1,-128,164
2,515,784
3,5,13
4,-98,-363
5,751,-207
6,950,-736
7,900,-2126
8,653,-5000
9,1454,-3008
10,213,12662
11,-280,14703
12,908,16421
13,795,518
0,327,752
1,-128,164
2,514,783
3,5,13
4,-96,-360
5,759,-271
6,823,-482
7,900,-2126
8,681,-5261
9,1409,-2904
10,199,11892
11,-280,14703
12,915,16223
13,812,506
0,327,752
1,-130,162
2,506,789
3,7,0
4,-93,-344
5,759,-271
6,760,-318
7,924,-2190
8,653,-5000
9,1409,-2880
10,213,12662
11,-238,13485
12,831,15130
13,812,506
0,327,752
1,-130,162
2,514,783
3,7,-7
4,-95,-370
5,759,-271
6,749,-305
7,924,-2190
8,632,-4719
9,1368,-2632
10,213,12662
11,-258,13623
12,824,15300
13,820,266
0,327,752
1,-128,164
2,513,782
3,7,-7
4,-116,-357
5,759,-271
6,753,-340
7,924,-2190
8,637,-4678
9,1330,-2526
10,213,12662
11,-280,14703
12,824,15300
13,812,271
0,327,752
1,-128,164
2,516,781
3,7,-23
4,-120,-410
5,759,-271
6,762,-363
7,924,-2190
8,608,-4499
9,1293,-2426
10,213,12662
11,-280,14703
12,824,15300
13,812,271
0,327,752
1,-130,162
2,515,780
3,7,-32
4,-121,-424
5,759,-271
6,762,-363
7,924,-2190
8,586,-4295
9,1293,-2407
10,213,12662
11,-258,14539
12,824,15300
13,812,271
0,328,751
1,-130,162
2,513,781
3,7,-48
4,-123,-452
5,759,-271
6,742,-331
7,924,-2190
8,566,-4105
9,1259,-2313
10,226,12549
11,-280,14703
12,824,15300
13,826,254
0,328,751
1,-130,162
2,516,781
3,11,-61
4,-123,-478
5,759,-271
6,718,-272
7,947,-2273
8,522,-4786
9,1225,-2241
10,226,12549
11,-258,13623
12,824,15300
13,833,246
0,327,752
1,-130,162
2,513,782
3,8,-74
4,-123,-478
5,759,-271
6,706,-269
7,947,-2273
8,517,-4827
9,1194,-2155
10,199,11892
11,-238,13485
12,816,19035
13,833,246
0,328,751
1,-130,162
2,511,784
3,11,-97
4,-123,-452
5,759,-271
6,705,-273
7,947,-2273
8,474,-4430
9,1164,-2074
10,229,13551
11,-221,12585
12,816,19035
13,833,246
0,328,751
1,-130,162
2,513,782
3,11,-106
4,-125,-456
5,759,-271
6,712,-293
7,972,-2360
8,463,-4503
9,1165,-2059
10,229,13551
11,-221,12585
12,816,19035
13,833,246
0,328,751
1,-130,162
2,513,782
3,11,-106
4,-128,-486
5,759,-271
6,836,-570
7,972,-2360
8,466,-5219
9,1164,-2074
10,229,13551
11,-206,11807
12,816,19035
13,833,246
0,328,751
1,-130,162
2,513,782
3,11,-106
4,-128,-486
5,759,-271
6,781,-459
7,947,-2273
8,486,-5494
9,1165,-2059
10,229,13551
11,-193,11127
12,816,19035
13,833,246
0,328,751
1,-130,162
2,513,782
3,11,-106
4,-128,-486
5,759,-271
6,823,-552
7,947,-2273
8,486,-5494
9,1137,-1982
10,229,13551
11,-181,10529
12,816,19035
13,833,246
0,327,752
1,-130,162
2,513,782
3,11,-97
4,-128,-486
5,759,-271
6,812,-529
7,947,-2273
8,508,-5794
9,1195,-2139
10,229,13551
11,-181,10529
12,816,19035
13,833,246
0,327,752
1,-130,162
2,513,782
3,13,-85
4,-132,-493
5,759,-271
6,750,-405
7,947,-2273
8,508,-5794
9,1195,-2139
10,213,12662
11,-162,9524
12,816,19035
13,833,246
0,328,751
1,-130,162
2,513,782
3,12,-76
4,-131,-478
5,759,-271
6,757,-434
7,947,-2273
8,486,-5494
9,1165,-2059
10,213,12662
11,-153,9098
12,816,19035
13,833,246
0,328,751
1,-130,162
2,513,781
3,12,-76
4,-131,-478
5,759,-271
6,766,-459
7,947,-2273
8,480,-5544
9,1165,-2059
10,229,13551
11,-135,8664
12,796,13499
13,863,447
0,327,752
1,-130,162
2,513,781
3,12,-76
4,-126,-420
5,759,-271
6,754,-448
7,947,-2273
8,466,-5219
9,1137,-1982
10,213,12662
11,-128,8319
12,843,11039
13,863,447
0,328,751
1,-130,162
2,513,781
3,13,-85
4,-131,-427
5,759,-271
6,751,-458
7,924,-2190
8,466,-5219
9,1086,-1826
10,213,12662
11,-128,8319
12,734,12755
13,863,447
0,328,751
1,-130,162
2,513,781
3,13,-85
4,-132,-441
5,759,-271
6,762,-474
7,947,-2273
8,453,-4924
9,1087,-1812
10,213,12662
11,-118,8276
12,741,12643
13,885,620
0,330,750
1,-128,169
2,513,781
3,13,-94
4,-133,-455
5,759,-271
6,763,-469
7,947,-2273
8,458,-4540
9,1040,-1685
10,226,12549
11,-118,8276
12,741,12643
13,892,618
0,328,751
1,-128,164
2,511,783
3,13,-94
4,-134,-445
5,759,-271
6,763,-469
7,947,-2273
8,441,-4337
9,1019,-1613
10,226,12549
11,-123,8617
12,686,11995
13,848,451
0,328,751
1,-128,164
2,513,781
3,13,-103
4,-140,-520
5,759,-271
6,763,-469
7,947,-2273
8,426,-4147
9,1019,-1613
10,226,12549
11,-118,8276
12,686,11995
13,848,451
0,327,750
1,-128,164
2,511,783
3,13,-103
4,-140,-520
5,759,-271
6,755,-444
7,947,-2273
8,407,-4002
9,1019,-1613
10,211,11794
11,-118,8276
12,686,11995
13,848,451
0,327,752
1,-130,162
2,511,783
3,13,-103
4,-140,-520
5,759,-271
6,807,-551
7,947,-2273
8,393,-3835
9,997,-1556
10,211,11794
11,-135,8664
12,686,11995
13,848,451
0,327,752
1,-130,162
2,513,781
3,14,-82
4,-140,-520
5,759,-271
6,746,-536
7,947,-2273
8,388,-3864
9,999,-1544
10,211,11794
11,-130,8991
12,686,11995
13,848,451
0,327,752
1,-128,164
2,513,781
3,14,-101
4,-158,-650
5,880,-701
6,752,-575
7,924,-2190
8,376,-3706
9,1021,-1589
10,211,11794
11,-153,9098
12,644,11328
13,915,120
14,1048,-1909
0,327,752
1,-128,164
2,513,781
3,16,-127
4,-158,-650
5,907,-757
6,771,-634
7,924,-2190
8,376,-3706
9,997,-1556
10,223,11697
11,-146,8713
12,607,10738
13,915,120
14,1001,-1774
0,327,752
1,-130,162
2,513,781
3,18,-134
4,-158,-650
5,881,-695
6,772,-628
7,924,-2190
8,359,-3584
9,999,-1544
10,223,11697
11,-146,8713
12,607,10738
13,915,120
14,1001,-1774
0,326,751
1,-130,162
2,513,781
3,18,-144
4,-158,-563
5,908,-751
6,769,-714
7,924,-2190
8,359,-3584
9,1017,-1625
10,223,11697
11,-153,9098
12,607,10738
13,915,120
14,1023,-1854
0,327,752
1,-130,162
2,513,781
3,20,-141
4,-165,-618
5,921,-787
6,779,-747
7,946,-2289
8,359,-3584
9,1017,-1625
10,234,11602
11,-1,9573
12,573,10213
13,915,120
14,1023,-1854
0,328,751
1,-130,162
2,513,781
3,20,-161
4,-165,-618
5,923,-780
6,766,-726
7,946,-2289
8,354,-3611
9,996,-1567
10,246,11509
11,-1,10577
12,599,10815
13,915,120
14,1023,-1854
0,328,751
1,-130,162
2,514,779
3,20,-151
4,-165,-618
5,921,-787
6,752,-712
7,946,-2289
8,354,-3611
9,996,-1567
10,234,11602
11,10,9980
12,599,10815
13,915,120
14,957,-1663
0,328,751
1,-130,162
2,512,781
3,20,-161
4,-165,-618
5,907,-757
6,751,-718
7,946,-2289
8,354,-3611
9,996,-1567
10,256,13288
11,-1,11850
12,637,11415
13,915,120
14,957,-1663
0,327,752
1,-129,167
2,513,781
3,19,-164
4,-173,-630
5,893,-729
6,746,-736
7,924,-2190
8,354,-3611
9,996,-1567
10,256,13288
11,13,12509
12,592,10893
13,915,120
14,918,-1549
0,328,751
1,-130,162
2,512,781
3,20,-161
4,-179,-671
5,907,-757
6,732,-722
7,924,-2190
8,354,-3611
9,996,-1567
10,238,12437
11,13,12509
12,599,10815
13,915,120
14,899,-1496
0,327,752
1,-130,162
2,515,780
3,20,-161
4,-177,-652
5,907,-757
6,753,-783
7,924,-2190
8,344,-3469
9,996,-1567
10,238,12437
11,13,12509
12,599,10815
13,915,120
14,883,-1434
0,326,751
1,-129,167
2,515,780
3,20,-151
4,-181,-675
5,923,-780
6,755,-853
7,924,-2190
8,339,-3494
9,996,-1567
10,256,13288
11,-2,13519
12,629,11504
13,915,120
14,883,-1434
0,327,752
1,-130,162
2,512,781
3,22,-159
4,-182,-661
5,908,-751
6,731,-800
7,924,-2190
8,329,-3359
9,996,-1567
10,277,14278
11,-18,13656
12,592,10893
13,915,120
14,883,-1434
0,328,751
1,-129,167
2,512,781
3,21,-172
4,-184,-679
5,921,-787
6,706,-757
7,924,-2190
8,319,-3231
9,996,-1567
10,277,14278
11,-2,13519
12,592,10893
13,915,120
14,883,-1434
0,327,752
1,-130,162
2,510,782
3,22,-169
4,-191,-707
5,935,-824
6,703,-770
7,902,-2111
8,302,-2996
9,996,-1567
10,263,14431
11,-2,13519
12,592,10893
13,915,120
14,883,-1434
0,328,751
1,-129,167
2,513,781
3,24,-166
4,-191,-707
5,966,-888
6,703,-770
7,924,-2190
8,302,-2996
9,996,-1567
10,287,15626
11,-2,13519
12,599,10815
13,915,120
